10000 29917
Sommets du graphe
1878 8804 0.750956
1878 6027 0.360462
1878 5509 0.418077
1878 8324 0.386191
1878 3768 0.386117
1879 7668 0.227934
1879 4664 0.186226
1879 3660 0.263983
1879 4518 0.451132
1879 2737 0.458340
1879 3557 0.687129
1880 3726 0.861639
1880 2653 0.611839
1880 8359 0.906935
1880 7460 0.911433
1880 9985 0.164433
1880 7611 0.486553
1881 4967 0.754173
1881 2128 0.297639
1881 3916 0.366234
1881 3824 0.292592
1882 9782 0.382651
1882 9062 0.547999
1882 4633 0.643486
1882 3569 0.222382
1882 6515 0.290513
1882 1923 0.553842
1883 7677 0.901979
1883 8718 0.593044
1883 5443 0.494126
1883 2555 0.483243
1884 6953 0.214383
1884 5724 0.170693
1884 3390 0.587604
1884 5402 0.623729
1884 5836 0.618431
1884 1886 0.515870
1885 9622 0.611918
1885 6994 0.683790
1885 6056 0.321692
1885 7099 0.469775
1885 3117 0.416188
1885 7808 0.473632
1886 8579 0.730362
1886 6877 0.278074
1886 3779 0.527188
1887 5700 0.364388
1887 2833 0.328121
1887 9245 0.431473
1887 7657 0.392898
1887 4443 0.686054
1888 8385 0.204636
1888 7969 0.234956
1888 5999 0.288106
1888 6138 0.341434
1889 7142 0.728311
1889 2908 0.277827
1889 2024 0.207055
1889 8622 0.669420
1889 3144 0.070818
1889 4104 0.461891
1890 4707 0.429572
1890 3761 0.669963
1890 2506 0.689387
1890 9162 0.466545
1890 5071 0.366403
1890 3085 0.665312
1891 7637 0.515529
1891 6635 0.440255
1891 6768 0.440636
1891 8892 0.834235
1892 7027 0.339923
1892 6806 0.447455
1892 3416 0.347987
1892 3900 0.870501
1892 8479 0.925472
1892 7445 0.761301
1893 3069 0.135480
1893 2692 0.199050
1893 2107 0.536604
1893 8421 0.362380
1893 5752 0.366930
1894 9315 0.998240
1894 4936 0.737763
1894 6293 0.674906
1895 7010 0.412191
1895 6619 0.160631
1895 6418 0.439944
1895 4465 0.242932
1895 5958 0.419216
1896 6026 0.638216
1896 2901 0.357179
1896 3362 0.572368
1896 7060 0.324537
1897 2743 0.593089
1897 2772 0.280653
1897 4959 0.876320
1897 2856 0.710441
1898 9905 0.902771
1898 7655 1.028192
1898 4968 0.662657
1898 6375 0.831270
1898 3223 0.703920
1898 9460 0.752544
1899 9816 0.717657
1899 6899 0.250307
1899 3528 0.464095
1899 7351 0.226806
1899 2057 0.278766
1900 8566 0.226220
1900 7294 0.369806
1900 6569 0.329794
1900 4616 0.570581
1900 2131 0.179200
1900 2879 0.390953
1900 2872 0.291572
1901 6949 0.856649
1901 3938 0.447655
1901 6618 0.746416
1901 3705 0.439209
1902 9391 0.723101
1902 7993 0.824702
1902 5121 0.622328
1902 4760 0.634355
1902 3659 0.524485
1902 6689 0.586870
1902 9495 0.826556
1902 2708 0.743846
1903 2924 0.555703
1903 4210 0.775116
1903 2195 0.848996
1904 9184 0.199892
1904 8526 0.563813
1904 6124 0.424594
1904 5501 0.234339
1904 5218 0.101051
1904 6491 0.740448
1904 5117 0.709322
1905 6372 0.361958
1905 2601 0.452343
1905 2116 0.709671
1905 4391 0.775004
1905 7410 0.594397
1906 8823 0.342074
1906 7673 0.565185
1906 4394 0.454124
1906 3340 0.638924
1907 3844 0.321975
1907 3656 0.579704
1907 2570 0.605518
1907 3782 0.552256
1907 9486 0.283194
1907 3192 0.323384
1908 5034 0.273062
1908 4323 0.507315
1908 4324 0.874556
1908 4610 0.924999
1909 6963 0.431538
1909 1976 0.834040
1909 7806 0.614867
1910 9362 0.286371
1910 8302 0.510917
1910 7115 0.472046
1910 4577 0.971757
1910 8206 0.575430
1911 8879 0.523199
1911 5146 0.706270
1911 2975 0.561130
1912 4801 0.772934
1912 9853 0.393732
1912 4172 0.459957
1912 3887 0.733881
1913 8975 0.519830
1913 8044 0.776239
1913 8021 0.574215
1913 3869 0.777505
1913 2912 0.951393
1913 9290 0.182131
1913 3584 0.217837
1913 2007 0.604747
1914 8131 0.430745
1914 3584 0.488195
1914 9231 0.358280
1914 2361 0.419264
1915 8577 0.067972
1915 8656 0.128387
1915 5729 0.528176
1916 5733 0.575418
1916 4442 0.694152
1916 1992 0.500519
1916 3141 0.700253
1916 9300 0.805910
1916 3633 0.961067
1917 8846 0.267657
1917 8163 0.791212
1917 7026 0.436462
1917 6451 0.561043
1917 5517 0.528298
1918 4365 0.176595
1918 5248 1.023796
1918 5172 0.214275
1919 6999 0.539380
1919 3306 0.487325
1919 2648 0.580704
1919 8896 0.425786
1919 9751 0.664819
1920 6429 0.987069
1920 5335 0.597079
1920 3706 0.371917
1920 6533 0.595161
1920 8106 0.786320
1921 9199 0.466799
1921 7512 0.357713
1921 6325 0.772004
1921 7405 0.451387
1921 8357 0.316174
1921 7385 0.441985
1922 2100 0.545785
1922 5488 0.470275
1922 2788 0.372478
1923 5651 0.660440
1923 3443 0.442550
1923 9363 0.686171
1923 6008 0.717195
1923 2858 0.343070
1924 8595 0.186295
1924 5148 0.509249
1924 5005 0.537811
1924 6413 0.309900
1924 4504 0.463519
1925 9381 0.650428
1925 7112 0.570920
1925 6153 0.166415
1925 9014 0.844090
1926 3717 0.590045
1926 3120 0.393122
1926 6840 0.494687
1926 7356 0.224077
1927 9903 0.670300
1927 7056 0.598320
1927 6528 0.099382
1927 3992 0.110925
1927 3804 0.538365
1927 2415 0.351432
1927 6360 0.368785
1928 9246 0.859827
1928 7346 0.408168
1928 7287 0.646878
1928 6920 0.571779
1928 4521 0.451668
1928 4107 0.603444
1928 5273 0.703240
1928 6260 0.682164
1929 4877 0.824560
1929 2502 0.535445
1930 5224 0.216674
1931 9933 0.439205
1931 9566 0.914746
1931 8410 1.013652
1931 6227 0.313122
1931 5322 0.860098
1931 5208 0.108168
1931 5079 0.721723
1931 7418 0.391739
1931 5424 0.828051
1931 5468 0.824566
1932 3088 1.084990
1932 9230 1.062074
1932 3067 1.047787
1933 4376 0.892512
1933 2044 0.412150
1933 5499 0.688469
1933 4697 1.127477
1934 6886 0.535394
1934 2659 0.354387
1934 3710 0.356062
1934 5297 0.617551
1935 9528 0.470672
1935 9287 0.779372
1935 7023 0.542735
1936 8407 0.446847
1936 7980 0.532082
1936 3570 1.296785
1936 2166 0.710613
1936 9424 0.921183
1936 5898 0.636914
1937 9341 0.272186
1937 7498 0.399538
1937 8024 0.166939
1937 3091 0.857173
1937 2783 0.348536
1938 6285 0.430375
1938 5703 0.149734
1938 5000 0.633115
1938 3706 0.261659
1938 2401 0.526592
1938 2439 0.217260
1939 6526 0.505383
1939 5154 0.334915
1939 2306 0.655276
1939 4563 0.371049
1940 9589 0.552180
1940 7069 0.835896
1940 5601 0.769887
1940 8008 0.426379
1941 7252 0.807591
1941 6786 0.836285
1941 5214 0.678258
1941 4638 0.630561
1941 5142 0.628562
1941 2913 0.465978
1942 8086 0.095511
1942 9641 0.714588
1943 6689 0.595421
1943 8725 0.650313
1943 7730 0.312477
1944 9906 0.466403
1944 2146 0.298342
1944 5147 0.455168
1944 8265 0.099482
1945 8582 0.713819
1945 9204 0.766919
1945 4796 0.682101
1945 5880 0.702424
1946 4666 0.378759
1946 7699 0.358791
1947 6432 0.752445
1947 9092 0.067285
1947 7123 0.341454
1948 5836 0.221351
1948 5829 0.294815
1948 2026 0.162666
1948 4699 0.365502
1948 4067 0.603612
1948 2426 0.488652
1949 6271 0.060313
1949 4330 0.846947
1949 1987 0.730982
1949 6645 0.953165
1949 4985 0.734464
1950 3223 0.234871
1950 2092 0.872751
1950 7626 0.225990
1950 6758 0.828547
1950 7565 0.820639
1951 6399 0.309937
1951 5353 0.219707
1951 1994 0.398765
1951 8423 0.181563
1951 5564 0.390033
1952 4457 0.315010
1952 3171 0.422090
1952 9413 0.443649
1952 4057 0.344236
1953 7359 0.605272
1953 4634 0.690974
1953 4019 0.107379
1953 7691 0.424744
1953 9373 0.708118
1954 6602 0.491981
1954 5676 0.182988
1954 9511 0.354760
1954 2513 0.352965
1954 8995 0.714659
1955 8370 0.540254
1955 4535 0.794135
1955 8377 0.884547
1955 8993 0.282487
1955 9135 0.784326
1955 6113 0.876669
1956 3198 0.751727
1956 2463 0.836224
1956 6107 0.857792
1956 6423 0.541748
1957 7796 0.602666
1957 4502 0.567305
1957 3478 0.671123
1957 6130 0.687547
1957 8074 0.400975
1957 6867 0.944877
1957 2531 0.775550
1958 7516 0.368371
1958 6956 0.492335
1958 5638 0.391555
1958 9975 0.543857
1959 9655 0.715929
1959 9024 0.823451
1959 6769 0.170110
1959 5497 0.183060
1959 5102 0.222433
1959 3838 0.459066
1959 3752 0.751289
1959 2082 0.158107
1959 9402 0.730649
1959 8910 0.526914
1959 9857 0.957731
1960 3990 0.272071
1960 2197 0.308865
1960 7696 0.407683
1961 7038 0.588281
1961 9896 0.222178
1962 7006 0.832455
1962 9848 0.953915
1962 2429 0.983587
1963 9754 0.285432
1963 9585 0.431513
1963 8147 0.044666
1963 6552 0.137503
1963 4367 0.579518
1963 4331 0.409141
1963 4277 0.343078
1963 2777 0.263863
1963 9861 0.620827
1964 2901 0.981947
1964 8397 0.891185
1964 6831 0.299892
1964 9505 0.890660
1965 9486 0.719472
1965 3827 0.631695
1965 3756 0.331445
1965 9701 0.408919
1965 4536 0.522495
1966 9833 0.587639
1966 6749 0.226191
1966 6323 0.762678
1966 5554 0.670668
1966 5016 0.621137
1966 3516 0.707999
1966 8057 0.687941
1966 7626 0.969719
1966 5271 1.008941
1967 8698 0.405238
1967 7466 0.078397
1967 7390 0.466356
1967 4118 0.641202
1967 2097 0.537509
1967 8676 0.149089
1967 5527 0.414067
1968 9365 0.786965
1968 6605 0.944174
1968 4435 0.374265
1968 8538 0.866956
1968 9504 0.829196
1969 9530 0.502703
1969 4325 0.265731
1969 2274 0.562260
1969 5486 0.373015
1969 6846 0.867783
1970 9414 0.163253
1970 5272 0.698795
1970 2582 0.980918
1970 6868 0.497498
1970 2174 0.681846
1971 9851 0.461827
1971 9259 0.123860
1971 8997 0.351039
1971 7334 0.532023
1971 5802 0.664376
1971 5787 0.837411
1971 3728 0.577772
1971 6395 0.510103
1972 8537 0.117804
1972 3836 0.574208
1972 2641 0.708547
1972 2515 0.331351
1972 2207 0.752747
1972 3591 0.914327
1973 9040 0.258901
1973 8873 0.944777
1974 2422 0.945172
1974 4059 0.915997
1974 3399 0.656459
1975 6652 0.713147
1975 6188 0.682149
1975 7345 0.742978
1975 5443 0.569080
1975 9921 0.439037
1976 3604 0.510026
1976 2636 0.713686
1976 4796 0.705884
1976 8485 1.065359
1977 4229 0.170208
1977 9983 0.732945
1977 3545 0.217542
1977 8720 0.603392
1978 7912 0.155320
1978 4701 0.284997
1978 4178 0.590755
1978 9072 0.078033
1978 8121 0.220802
1978 7501 0.477220
1979 7690 0.347223
1979 7381 0.856568
1979 7242 0.698232
1979 8177 0.556477
1979 2029 0.728723
1980 9117 0.497852
1980 4072 0.771086
1980 3200 0.261964
1980 5283 0.556745
1980 5894 0.509948
1981 8538 0.733587
1981 5889 0.161167
1982 7945 0.372814
1982 7522 0.833809
1983 5338 0.450223
1983 3513 0.765828
1983 6181 0.197793
1983 2908 0.696459
1983 7755 0.506300
1984 4447 0.473948
1984 6748 0.095833
1984 5800 0.626165
1985 9619 0.409935
1985 9282 0.137494
1985 6780 0.816513
1985 2941 0.280356
1985 2408 0.589565
1985 6788 0.297283
1985 7190 1.040875
1985 4654 0.035055
1986 7092 0.393337
1986 4980 0.839578
1986 2000 0.422205
1986 2328 0.786959
1986 4029 0.892294
1986 4858 0.698102
1987 4674 0.629186
1987 3715 0.157087
1987 3911 0.626754
1988 6291 0.244625
1988 3746 0.752895
1988 8437 0.307539
1988 3065 0.799993
1989 8430 0.599108
1989 8220 0.219804
1989 5626 0.820474
1989 2903 0.533053
1989 7172 0.575217
1989 9374 0.623961
1989 7355 0.402896
1989 2595 0.719370
1990 9684 0.595334
1990 9310 0.156205
1990 6591 0.402767
1990 2743 0.947345
1990 8095 0.457589
1991 6963 0.074485
1991 4763 0.488388
1992 2847 0.512795
1993 6380 0.588538
1993 5000 0.756200
1993 2980 0.684693
1993 2088 0.604191
1993 7329 0.618710
1994 9403 0.735717
1994 7647 0.343605
1994 5165 0.436946
1994 4472 0.901419
1994 2532 0.961611
1994 8943 0.160470
1994 2325 0.901528
1995 5392 0.282679
1995 4767 0.569419
1995 2832 0.372436
1995 2618 0.825818
1995 2262 0.294715
1995 8232 0.305157
1995 9923 0.458107
1995 7920 0.290130
1996 9992 0.440173
1996 9314 0.672156
1996 2183 0.133961
1996 7160 0.392182
1997 6891 0.740144
1997 5579 0.627711
1997 5568 0.804029
1997 9308 0.533205
1997 2642 1.089351
1998 8328 0.587801
1998 8933 0.728103
1998 6774 0.870146
1999 9323 0.388178
1999 3102 0.864598
1999 4653 0.442617
1999 2932 0.336377
1999 9229 0.413486
2000 8569 0.553921
2000 6607 0.436666
2000 6378 0.334332
2000 4818 0.575265
2000 4708 0.358984
2000 4565 0.074991
2000 7566 0.274750
2000 6392 0.481229
2001 7277 0.527275
2001 4108 0.702373
2001 3486 0.271880
2001 2840 0.521933
2001 6780 0.307662
2001 4996 0.273965
2001 7584 0.469977
2002 3557 0.814665
2002 4753 0.963980
2003 9559 0.334463
2003 9086 0.106774
2003 5943 0.757713
2003 5592 0.501736
2003 3508 0.556788
2004 9103 0.368284
2004 9052 0.260432
2004 8854 0.767073
2004 8675 0.205331
2004 2440 0.229055
2004 7756 0.350644
2004 8796 0.569504
2005 8609 0.684512
2005 7829 0.208407
2005 6939 0.679135
2005 4916 0.259904
2005 7157 0.859938
2005 3660 0.398510
2006 5314 0.096852
2006 3830 0.720521
2006 7288 0.684321
2007 4693 0.362671
2007 3819 0.570723
2007 3432 0.735438
2007 5180 0.570882
2008 7872 0.837356
2008 4364 0.343003
2008 3823 0.273058
2008 3573 0.661041
2008 4121 0.269118
2008 6612 0.470707
2009 7706 0.594421
2009 2409 0.778409
2009 5561 0.214916
2009 9899 0.657662
2009 9831 0.605632
2010 5253 0.129707
2010 2265 0.543808
2010 6818 0.682571
2011 9017 0.994142
2011 6253 0.954212
2012 5966 0.384854
2012 5877 0.336461
2012 3605 0.508438
2012 2569 0.308682
2012 9691 0.409544
2012 5624 0.503553
2012 7053 0.426414
2013 9404 0.839572
2013 5699 0.058346
2013 9788 0.145591
2013 3945 0.925713
2014 9858 0.385886
2014 8124 0.188582
2014 5047 0.573092
2014 3359 0.576596
2014 8173 0.162116
2014 9619 0.268494
2015 4327 0.323574
2015 3581 0.305893
2015 2818 0.476950
2015 5912 0.669200
2015 8636 0.436858
2015 6346 0.517208
2016 4304 0.736842
2017 9662 0.199966
2017 7656 0.271950
2017 8710 0.121210
2017 6379 0.279000
2017 6590 0.126546
2018 5487 1.169322
2018 4377 0.328524
2018 6834 0.331912
2019 9834 0.691985
2019 7311 0.711769
2019 5865 0.649219
2019 2837 0.820534
2019 9543 0.612755
2019 7729 0.151744
2020 8990 0.557620
2021 7652 0.964674
2021 6071 0.447798
2021 2174 0.207183
2021 6292 0.734602
2022 7076 0.125403
2022 5561 0.702635
2022 5546 0.568360
2022 4325 0.386898
2022 3752 1.062855
2022 5725 0.926583
2022 3315 0.471652
2023 6816 0.295424
2023 5766 0.553177
2023 3598 0.337641
2023 2271 0.299538
2024 9719 0.769537
2024 9516 0.392754
2024 9104 0.427618
2024 8377 0.490708
2024 7488 0.756020
2024 3744 0.508167
2024 4895 0.400864
2025 9765 0.863169
2025 9556 1.112465
2025 9502 1.031399
2025 4871 0.782024
2025 4156 1.279478
2025 2374 0.618772
2025 9642 0.211398
2025 3376 0.858955
2026 7856 0.303255
2026 3388 0.668876
2026 5475 0.118512
2026 9586 0.370362
2027 4671 0.849494
2027 3410 0.170448
2027 3943 0.495478
2027 2144 0.906644
2028 9285 0.830716
2028 5061 0.457931
2028 6297 0.835926
2028 5156 0.590164
2029 7878 0.687772
2029 2600 0.835474
2029 6827 0.363228
2030 9442 0.466823
2030 8870 0.580552
2030 7060 0.115392
2030 6716 0.804965
2030 5961 0.415494
2030 2781 0.343054
2030 8958 0.684841
2030 3648 0.111422
2030 2145 0.589947
2030 4353 0.405678
2031 3359 0.597809
2031 2168 0.327552
2031 2655 1.086914
2031 6449 0.197955
2031 8240 0.819195
2031 9522 0.384841
2032 9161 0.218824
2032 9101 0.542489
2032 7710 0.491912
2032 3430 0.537409
2032 5165 0.577315
2032 6418 0.647931
2032 3793 0.855557
2033 8357 0.111044
2033 6905 0.401616
2033 6994 0.525343
2034 6364 0.549785
2034 3859 0.887948
2034 3436 0.823647
2034 3133 0.462549
2034 7941 0.267610
2034 4272 0.323725
2034 5745 0.657625
2035 4532 0.609234
2035 7634 0.550753
2035 5751 0.324890
2035 8831 0.222566
2035 5442 0.697922
2036 8755 0.760235
2036 8108 0.156896
2036 3681 0.212589
2036 4833 0.575548
2036 8021 0.170651
2037 8836 0.768611
2037 6857 0.234100
2037 4852 0.576695
2037 3398 0.118008
2037 3911 0.694757
2038 5919 0.946919
2038 5129 0.819102
2039 3195 0.916735
2040 9627 0.862479
2040 8108 0.430753
2040 3871 0.895155
2040 8578 0.305941
2041 8748 0.707963
2041 8366 0.215579
2041 8684 0.574170
2042 2678 0.301474
2042 2349 0.854419
2042 4367 0.970238
2043 8946 0.620263
2043 4130 0.171210
2043 3511 0.680549
2043 3108 0.112996
2043 5878 0.227483
2044 6978 0.466681
2044 6545 0.794157
2044 2251 0.435560
2045 7551 0.479897
2045 7365 0.354917
2045 2163 0.364100
2045 2118 0.163968
2045 7229 0.821320
2045 4483 0.555831
2046 9434 0.229368
2046 8884 0.310952
2046 8248 0.402926
2046 5046 0.398260
2046 4950 0.510824
2046 2566 0.183207
2046 3220 0.397794
2047 9111 0.991554
2047 9941 0.309690
2048 3867 0.691253
2049 3330 0.168396
2049 9816 0.376114
2050 7103 0.301672
2050 6140 0.561159
2050 7060 0.733478
2050 8797 0.639024
2050 9699 0.509310
2051 8696 0.917104
2051 7908 0.316497
2051 2417 0.913705
2051 9114 0.439952
2051 6880 0.855351
2052 8235 1.051752
2052 6127 0.489060
2052 2080 0.354379
2053 3325 0.535951
2053 8005 0.222744
2053 8844 0.924106
2053 6007 0.689151
2054 9111 0.244152
2054 5494 0.022001
2054 5238 0.473447
2054 9027 0.716285
2054 6277 0.525176
2055 9884 0.624960
2055 7977 0.390213
2056 5962 0.330782
2056 6102 0.262250
2057 4004 0.202966
2057 2197 0.356998
2057 9584 0.610047
2057 8978 0.421653
2057 5026 0.138406
2058 8473 0.688923
2058 5925 0.102413
2058 7843 0.489328
2058 6213 0.451579
2059 8502 0.808886
2059 7582 0.426464
2059 7013 0.542422
2059 6416 0.424019
2059 5336 0.675413
2059 4824 0.927530
2059 4352 0.771568
2059 4054 0.782224
2059 4815 0.657335
2059 2279 1.057681
2060 9096 0.667154
2060 4415 0.598547
2060 7741 0.725291
2061 7410 0.309691
2061 4830 0.452222
2061 2539 0.230420
2061 9003 0.308562
2062 8370 0.283619
2062 5541 0.266666
2062 5191 0.272234
2062 8618 0.177907
2062 9272 0.525441
2062 8758 0.496778
2063 6223 0.589657
2063 3392 0.860992
2063 9513 0.293372
2064 9414 0.575573
2064 5553 0.179871
2064 5400 0.169431
2064 9153 0.266378
2065 4242 0.529520
2065 2690 0.426271
2065 7478 0.291222
2065 5654 0.994901
2066 3790 0.430264
2066 5415 0.313167
2066 2862 0.473193
2066 9337 0.395358
2067 8611 0.276348
2067 4619 0.050002
2067 2601 0.227206
2068 5150 0.491971
2068 8366 0.193284
2068 6483 0.668783
2069 4814 0.391000
2069 2583 0.448047
2069 8065 0.738621
2069 8548 0.415550
2070 7563 1.024848
2070 4403 0.335846
2070 9508 0.360346
2071 9466 0.351424
2071 2964 0.294273
2071 7671 0.331189
2072 5344 0.824341
2072 3102 0.179528
2072 9389 0.059877
2072 4035 0.279736
2073 8927 0.208548
2073 5931 0.730050
2073 5706 0.231347
2073 3063 0.564171
2073 9692 0.497515
2074 9173 0.571320
2074 8069 0.500034
2074 5611 0.569502
2074 2083 0.749535
2074 5534 0.716490
2074 4359 0.252240
2074 7925 0.451490
2074 6152 0.165824
2075 3019 0.223377
2075 8964 0.631765
2075 9070 0.336257
2075 7896 0.317831
2075 5417 0.212190
2076 3464 0.170591
2076 2175 0.821695
2076 5742 0.737053
2076 9887 0.496554
2077 3469 0.255293
2077 6243 0.323201
2077 7660 0.677040
2078 8321 0.714306
2078 2858 0.555869
2078 8306 0.707302
2078 8486 0.922932
2079 9467 0.623419
2079 8747 0.462195
2079 6269 0.388049
2079 3117 0.398889
2079 7993 0.400425
2080 3070 0.524301
2080 5167 0.783741
2080 4833 0.574480
2080 8685 0.470668
2081 6413 0.810517
2081 4506 0.373057
2081 8462 0.372027
2082 9418 0.433572
2082 5262 0.800031
2082 3748 0.342052
2082 7225 0.749834
2082 7663 0.273512
2083 2815 0.291901
2083 6992 0.452920
2084 9274 0.294442
2084 7143 0.706832
2084 5442 1.076056
2084 5202 0.496788
2085 9488 0.694974
2085 5223 0.341514
2085 7026 0.501425
2085 7923 0.331083
2085 6080 0.122005
2086 4566 0.674475
2086 7733 0.554061
2086 6242 0.245499
2086 2449 0.859183
2087 8866 0.840571
2087 8566 0.300614
2087 7298 0.580695
2087 6553 0.506250
2087 4886 0.764965
2087 2198 0.398702
2087 6735 0.356950
2087 6835 0.703943
2087 4324 0.894311
2088 8815 0.762492
2088 7410 0.224702
2088 4260 0.199896
2089 6341 0.292459
2089 3727 0.292869
2089 2232 0.482472
2089 7666 0.781376
2089 4179 0.558740
2090 9548 0.235964
2090 8953 0.235259
2090 6878 0.423240
2090 5817 0.525466
2090 3287 0.466368
2090 3826 0.356999
2091 6972 0.760148
2091 2798 0.464799
2091 2736 0.796497
2091 8904 1.100032
2091 4179 0.561169
2091 9582 0.666557
2092 5678 1.104567
2092 4113 0.833557
2092 4020 0.784569
2092 7261 0.973503
2092 8645 0.897325
2093 8769 0.482480
2093 7091 0.643667
2093 3373 0.827901
2093 6578 0.730690
2093 7180 0.929653
2094 6414 0.577669
2094 4704 0.428566
2094 2104 0.267126
2094 7171 0.767888
2094 4813 0.345696
2095 6455 0.349055
2095 9883 0.385323
2096 5032 0.568611
2097 6530 0.255173
2097 6342 0.879640
2097 3674 0.847580
2098 7547 0.414146
2098 7173 0.871101
2098 5740 1.051903
2098 9145 0.297324
2098 3476 0.581229
2099 9674 0.570734
2099 7118 0.739500
2099 6563 0.105095
2099 5985 0.272612
2099 5297 0.216380
2099 6531 0.644794
2099 2230 0.238130
2100 6856 0.636801
2100 5605 0.475476
2100 5331 0.421057
2100 6298 0.358304
2100 2879 0.130830
2101 8324 0.291727
2101 5027 0.503229
2101 4228 0.752914
2101 5475 0.408762
2101 7846 0.364249
2101 3957 0.531872
2102 8711 0.472394
2102 8104 0.327030
2102 7673 0.617867
2102 7244 0.245369
2102 5853 0.160874
2102 5460 0.084173
2102 3608 0.768266
2102 2151 0.500094
2102 4879 0.489140
2103 5986 0.132731
2103 7257 0.690676
2104 6856 0.938031
2104 3421 0.366932
2104 7529 0.231424
2104 4336 0.835297
2105 9452 0.643466
2105 3199 0.673374
2105 7931 0.256684
2105 5697 0.128690
2106 7536 0.949371
2106 2926 0.412691
2106 2596 0.968343
2106 5718 0.654865
2106 2790 0.742205
2106 8554 0.845571
2107 9418 0.653562
2108 4364 0.849359
2108 5750 0.583049
2109 7891 0.711912
2109 3831 0.599234
2109 2241 0.966283
2110 5300 0.798282
2110 3405 0.800920
2110 8828 0.288591
2110 7709 0.477338
2110 5817 0.571717
2111 3676 0.408938
2112 9970 0.493729
2112 9295 0.853244
2112 8468 0.955911
2112 4456 0.457395
2112 5441 0.568023
2112 6291 0.755443
2113 3587 0.262149
2113 9348 0.400276
2113 5879 1.008948
2113 2837 0.252796
2114 9290 0.245005
2114 8804 0.824270
2114 7843 0.430124
2114 6157 0.595726
2114 8719 0.546933
2114 5903 0.611339
2115 5372 0.332032
2115 3475 0.227134
